Refereed Publications,Project,semantic_scholar_url
"Walker, XJ, Baltzer, JL, Bourgeau-Chavez, L, Day, NJ, Dieleman, CM, Johnstone, JL, Kane, ES, Rogers, BM, Turetsky, MR, Veraverbeke, SSN, Mack, MC. 2020. Patterns of ecosystem structure and wildfire carbon emissions across six ecoregions of the North American boreal forest. Frontiers in Forests and Global Change, in press.",Northern Water Futures,https://www.semanticscholar.org/paper/4c2d7934574bead1cafa9d079f767606a0f382b8
"Wallace, C.A., and J.L. Baltzer. 2019. Tall shrubs mediate abiotic conditions and plant communities at the taiga- tundra ecotone. Ecosystems. DOI: 10.1007/s10021-019-00435-0.",Northern Water Futures,https://www.semanticscholar.org/paper/1a632bb808224dbd64bb1ac2cd79a66003413bce
"Wallace, C.A., Wilcox, E.J., Marsh, P., Toose, P., and J.L. Baltzer. In preparation. Seed dispersal models predict fine-scale patterns of shrub recruitment at the taiga-tundra ecotone.",Northern Water Futures,
"Wang, J.A., Sulla-Menashe, D., Woodcock, C.E., Sonnentag, O., Keeling, R.F., and M.A. Friedl. 2020. Extensive land cover change across Arctic-Boreal northwestern North America from disturbance and climate forcing. Global Change Biology 26(2): 807-822. DOI: 10.1111/gcb.14804.",Northern Water Futures,https://www.semanticscholar.org/paper/d8397a72112d769108b86eda6c3afc5cc42e0095
"White, A, Day, N.J., Cumming, S.R., Johstone, J.F., Mack, M.C., Turetsky, M.R., Walker, X.J., and J.L. Baltzer. In revision. Edaphic factors promote forest resilience after a large fire. Ecography.",Northern Water Futures,
"Wilcox, E.J., Keim, D., de Jong, T., Walker, B., Sonnentag, O., Sniderhan, A.E., Mann, P., and P. Marsh. 2019. Tundra shrub expansion may amplify permafrost thaw by advancing snowmelt timing. Arctic Science 5(4): 202-217. DOI: 10.1139/as-2018-0028.",Northern Water Futures,https://www.semanticscholar.org/paper/9e41e7c4dfaed908b6ea176eae0fc0130002df24
"Wolfe, B.B., Hall, R.I., Wiklund, J.A., and M.L. Kay. In press. Past variations in Lower Peace River ice-jam flood frequency. Environmental Reviews. DOI: 10.1139/er-2019-0047.",Northern Water Futures,https://www.semanticscholar.org/paper/81a33feb20238724d3ae71554f903685d5f53dfc
"Wu, C., Wang, J., Cias, P. et al. incl. Sonnentag, O. In review. Extended dates of autumn foliar senescence due to recent changes in wind speed at high latitudes. Nature Communications.",Northern Water Futures,
"Yamaguchi, A. ABIOTIC CONDITIONS, ALGAL BIOMASS & FISH GROWTH RATES AFFECT FISH MERCURY CONCENTRATIONS IN TWO SUBARCTIC LAKES. Transactions of the American Fisheries Society.  In preparation.",Northern Water Futures,https://www.semanticscholar.org/paper/302bbf03cb3775305677dc715a94994ea503081a
"Noronha, N., Balakumar, S., Toy, K., Wekerle, C., Smith, S., & Lokker, C. (2020). Mental Health Mobile Applications available for Canadian Indigenous Communities: A Scoping Review. Manuscript in preparation for submission to BMJ Open.",Ohneganos,
"Gleeson, T., Cuthbert, M., Ferguson, G. and Perrone, D. 2020. Global groundwater sustainability, resources and systems in the Anthropocene. Annual Reviews of Earth and Planetary Sciences. 48:17.1¢17.33.",Old Meets New,https://www.semanticscholar.org/paper/526c3296e5f4915a3349542f98a5d2b14cccd7f9
"Condon, L., Markovich, K., Kelleher, C. McDonnell, J., Ferguson, G. and McIntosh, J.C. 2020. Where is the bottom of a watershed? Water Resources Research 56, e2019WR026010.  ",Old Meets New,https://www.semanticscholar.org/paper/c53b72228176953735310fc818f0efd82a7a0b35
"McIntosh, J.C. and Ferguson, G. Conventional Oil - The Forgotten Part of the Water-Energy Nexus. 2019. Groundwater 57: 659-667.",Old Meets New,https://www.semanticscholar.org/paper/7b08f05d837217c8d529b161a98cf7927ed95b03
"Ferguson, G. and McIntosh, J.C. 2019. Comment on Groundwater pumping is a significant unrecognized contributor to global anthropogenic element cycles . Groundwater 57: 82.",Old Meets New,https://www.semanticscholar.org/paper/122c3d1eb5da1fa5f680579a3126485f297e2a8a
"Woroniuk, B*., Tipton, K*. Grasby, S.E., McIntosh, J.C. and Ferguson, G. Salt dissolution and permeability in the Western Canada Sedimentary Basin. Hydrogeology Journal 27: 161-170.",Old Meets New,https://www.semanticscholar.org/paper/e001a5fce4771199c316eeb1b69a9c4cda99452e
"Ferguson, G., McIntosh, J.C., Perrone, D. and Jasechko, S., 2018. Competition for shrinking window of low salinity groundwater. Environmental Research Letters 13: 114013. ERL Featured Article.",Old Meets New,https://www.semanticscholar.org/paper/e7e1ab347c3185d981aa72cb0fed4f9f714f49c8
"Ferguson, G., McIntosh, J.C., Grasby, S. E., Hendry, M.J., Jasechko, S., Lindsay, M.B.J., & Luijendijk, E. 2018. The persistence of brines in sedimentary basins. Geophysical Research Letters 45: 4851¢4858. ",Old Meets New,https://www.semanticscholar.org/paper/2dd52b92e9720aec5482fedfbead9affa8c20c47
"Kythreotis A.P., Mantyka-Pringle C.,  Mercer T.G., Whitmarsh L.E., Corner A., Paavola J., Chambers C.D., Miller B., Light A. and Castree N. (2019) Citizen Social Science for more integrative and effective climate action and policy. Frontiers in Environmental Science. 7: 1-10. DOI: 10.3389/fenvs.2019.00010",Prairie Water,https://www.semanticscholar.org/paper/f416b3f4a8da0bf842643bed955435d2b6080806
"Pavlovskii, I., Hayashi, M., and Itenfisu, D. (2019) Effects of midwinter snowmelt on runoff generation and groundwater recharge in the Canadian prairies. Hydrology and Earth System Sciences. DOI: 10.5194/hess-2018-423",Prairie Water,https://www.semanticscholar.org/paper/8626a715217be0b1dd6ef1727aceb8f7bf04b859
"Armstrong, R., Pomeroy, JW., and Martz, L. (2019). Spatial variability of mean daily estimates of actual evaporation from remotely sensed imagery and surface reference data. Hydrology and Earth System Sciences, 23(12): 4891-4907, DOI: 10.5194/hess-23-4891-2019.",Prairie Water,https://www.semanticscholar.org/paper/5a7740b19a49e28b4fe65a224c67bc54edec1ec4
"Costa, D., Baulch, H., Elliott, J., Pomeroy, J., and Wheater, H. (2019). Modelling nutrient dynamics in cold agricultural catchments: A review. Environmental Modelling and Software, 124: 1-16, DOI: 10.1016/ j.envsoft.2019.104586.",Prairie Water,https://www.semanticscholar.org/paper/0496fffa6fe647710d7ab3e2f082b8b4b8ac6e63
"Costa, D., Pomeroy, J., Baulch, H., Elliott, J., and Wheater, H. (2019). Using an inverse modelling approach with equifinality control to investigate the dominant controls on snowmelt nutrient export. Hydrological Processes, 33(23): 2958-2977, DOI: 10.1002/hyp.13463.",Prairie Water,https://www.semanticscholar.org/paper/bac31808aa57418e0cf11b6de088a30a30196caa
"Whitfield, C., Casson, N., North, R., Venkiteswaran, J., Ahmed, O., Leathers, J., Nugent, K., Prentice, T., and Baulch, H. (2019) The effects of freeze-thaw cycles on phosphorus release from riparian macrophytes in cold regions. Canadian Water Resources Journal. 44: 160-173. DOI: 10.1080/07011784.2018.1558115",Prairie Water,https://www.semanticscholar.org/paper/ba5dfbcd9728fb59be757f657c9bf8637c1ef9cd
"Mantyka-Pringle C, Leston L, Messmer D, Asong E, Bortolotti L, Bayne E, Sekulic G, Wheater H, Howerter D & Clark R. (2019) Antagonistic, Synergistic and Direct Effects of Land Use and Climate on Aquatic and Avian Communities: Ghosts of the Past or Present? Diversity & Distributions. 00:1-17. DOI: 10.1111/ddi.12990",Prairie Water,https://www.semanticscholar.org/paper/bba42b213bc5684c46fcd8a564adbcfad884f7f6
"McIntosh, J.C., and Ferguson, G. (2019) Conventional Oil The Forgotten Part of the Water-Energy Nexus. Groundwater. 57: 669-677.",Prairie Water,https://www.semanticscholar.org/paper/7b08f05d837217c8d529b161a98cf7927ed95b03
"Wolfe, J.D., Shook, K.R., Whitfield, C.J., and Spence, C. (2019) Watershed Classification for the Canadian",Prairie Water,https://www.semanticscholar.org/paper/b27b970881c6488d70a73068d9d1d28c15513331
Prairies. Hydrology and Earth Systems Sciences. 23: 3945-3967. DOI: 10.5194/hess-23-3945-2019,Prairie Water,https://www.semanticscholar.org/paper/8cafeb45bd715981e427300eda5872a26b6a9052
"Malaj, E., Liber, K., and Morrissey, C. (2019) Spatial distribution of agricultural pesticide use and predicted wetland exposure in the Canadian Prairie Pothole Region. Science of the Total Environment. 134765. DOI: 10.1016/j.scitotenv.2019.134765.",Prairie Water,https://www.semanticscholar.org/paper/aefc99f3b53b46fffaf8bf1a5462eaf516fadc68
"Bradford, L., Thapa, A., Duffy, A., Hassanzedah, E., Strickert, G., Noble, B., and Lindenschmidt, K-E. (2019) Incorporating social dimensions in hydrological and water quality modeling to evaluate the effectiveness of agricultural beneficial management practices in a Prairie River Basin. Environmental Science and Pollution Research. DOI: 10.1007/s11356-019-06325-1 ",Prairie Water,https://www.semanticscholar.org/paper/8e34542afa7e8074c0aee3ef1ab54bc4383675d1
"Thapa, A., Bradford, L., Strickert, G., Yu, X., Johnston, A., and Watson-Daniels, K. (2019) Garbage In, Garbage Out  does not hold true for indigenous community flood extent modeling in the Prairie Pothole Region. Water. 11: 2486. DOI: 10.3390/w11122486",Prairie Water,https://www.semanticscholar.org/paper/67598236b4714caea7c055fc2ab2713db888bcb5
"Pavlovskii, I., Hayashi, M., and Cey, E.E. (2019) Estimation of depression-focussed groundwater recharge using chloride mass balance: problems and solutions across scales. Hydrogeology Journal. 27: 2263-2278. DOI: 10.1007/s10040-019-01993-2",Prairie Water,https://www.semanticscholar.org/paper/e44e516e7b0f996bb5053df7c30c2ddce9ac98a9
"Condon, L. E., Markovich, K. H., Kelleher, C. A., McDonnell, J. J., Ferguson, G., & McIntosh, J. C. (2020). Where is the bottom of a watershed? Water Resources Research, 56(3). DOI: 10.1029/2019WR026010",Prairie Water,https://www.semanticscholar.org/paper/c53b72228176953735310fc818f0efd82a7a0b35
"Pavlovskii, I., Noorduijn, S.L., Liggett, J.E., Klassen, J. and Hayashi, M. (2020) Quantifying terrain controls on runoff retention and routing in the Northern Prairies. Hydrological Processes. 34: 473-484.",Prairie Water,https://www.semanticscholar.org/paper/9f21046440ef2a3f3656a0519887d39387a61bbd
"Asong, Z., Elshamy, M., Princz, D., Wheater, H., Pomeroy, J., Pietroniro, A., and Cannon, A. (2020) High-resolution meteorological forcing data for hydrological modelling and climate change impact analysis in the Mackenzie River Basin. Earth System Science Data, 12(1): 629-645, DOI: 10.5194/essd-12-629-2020.",Prairie Water,https://www.semanticscholar.org/paper/e784370c56d4eef9ddd26ed08e4cb683ff00e7c9
"Whitfield, PH., Shook, KR., and Pomeroy, JW. (2020) Spatial patterns of temporal changes in Canadian Prairie streamflow using an alternative trend assessment approach. Journal of Hydrology, 582: 1-12, DOI: 10.1016/ j.jhydrol.2020.124541.",Prairie Water,https://www.semanticscholar.org/paper/90e64de796b5acc1c236523c4b105f13a9f9af10
"Ferris, D.M., Potter, G. and Ferguson, G. (Accepted) Characterization of the hydraulic conductivity of glacial till aquitards. Hydrogeology Journal.",Prairie Water,https://www.semanticscholar.org/paper/fd0af64968f2f11b39f10721f61a3e1b43600bd7
"Gleeson, T., Cuthbert, M., Ferguson, G. and Perrone, D. (Accepted), Global Groundwater Sustainability, Resources, and Systems in the Anthropocene, Annual Reviews of Earth and Planetary Sciences, 48(1).",Prairie Water,https://www.semanticscholar.org/paper/526c3296e5f4915a3349542f98a5d2b14cccd7f9
"Asare, E., Mantyka-Pringle, C., Anderson, E., Belcher, K., and Clark, R. Valuing ecosystem services for agricultural wetlands: A systematic review and meta-analysis. In Preparation.",Prairie Water,
"Pieter J. K. Aukes, Sherry L. Schiff, Jason J. Venkiteswaran, Richard J. Elgood, John Spoelstra. 2020. Hydrologic Compartments are More Important than Ecozone in Size-Based Characterization of Freshwater Dissolved Organic Matter across Canada. bioRxiv 2020.04.03.024174; doi: https://doi.org/10.1101/2020.04.03.024174 ",SAMMS,https://www.semanticscholar.org/paper/97e33e31c47219592a6e51f5e9e8560bb2e8f13a
"A.U. Alam and M.J. Deen, Bisphenol A Electrochemical Sensor Using Graphene Oxide and²-Cyclodextrin-Functionalized Multi-Walled Carbon Nanotubes,  Analytical Chemistry, 8 journal pages (6 March 2020)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/8544b2866e66c06ab94353b6a1f99142f1a2732d
"A.U. Alam, D. Clyne, H. Jin, N-X. Hu and M.J. Deen, Fully Integrated, Simple and Low-cost Electrochemical Sensors Array for In Situ Water Quality Monitoring,  ACS Sensors, 11 journal pages, In Press (Accepted Feb 2020).",Sensors Sensing Systems,https://www.semanticscholar.org/paper/c6bc5d4c3c22e05435aa1a564c59805502e49736
"A.U. Alam, M.R. Howlader, N-X. Hu and M.J. Deen, Electrochemical Sensing of Lead in Drinking Water using ²-Cyclodextrin-Modified MWCNTs,  Sensors and Actuators B. Chemical, vol. 296, 6 pages, In Press (1 October 2019).",Sensors Sensing Systems,https://www.semanticscholar.org/paper/e9e9bd424e48d4c7050356900a06b225ca009c22
"N. Xiao, R. Wu, J.J Huang, P.R. Selvaganapathy, Anode surface modification regulates biofilm community population and the performance of micro-MFC based biochemical oxygen demand sensor, Chem. Engg. Sci., (2020) (accepted)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/1c72a5454fdd95fc26902f875fc80864667863ec
"N. Xiao, P.R. Selvaganapathy, R. Wu, J.J Huang, Influence of wastewater microbial community on the performance of miniaturized microbial fuel cell biosensor, Bioresource Technology, 302, 122777, (2020)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/c075f5df548f2049e986f219105c9d4580de963c
"N. Xiao, R. Wu, J.J. Huang, P.R. Selvaganapathy, Development of a xurographically fabricated miniaturized low-cost, high-performance microbial fuel cell and its application for sensing biological oxygen demand, Sensors & Actuators B: Chem., 304, 127432, (2020)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/b465acbd4a609ca4846697d188517c3f957a7e03
"E. Mahoney, H.H. Hsu, F. Du, B. Xiong, P.R. Selvaganapathy, Q. Fang, Optofluidic dissolved Oxygen sensing with sensitivity enhancement through multiple reflections, IEEE Sensors, 19, 10452-10460, (2019)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/e71ecfed38a284b8180c438873f31eb9f96c7496
"A. Ahmed, I. Hassan, M. El-Kady, A. Radhi, C.K. Jeong, P.R. Selvaganapathy , S. Ren, Q. Wang, R.B. Kaner, Integrated Triboelectric Nanogenerators in the Era of Internet of Things: A review, Advanced Science, 6, 1802230, (2019)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/76073b31e0221918dcc1923b1ed47322e99eb6ad
"C. Guo, P. Koshy, F. Coelho, P.R. Selvaganapathy, Sink electrical discharge machining of hydrophobic surfaces, CIRP annals¢ Manufacturing Technology, 68, 185-188, (2019)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/9ef4bd723ec50d262ced885643339e6612b3000c
"A. Ahmed, I. Hassan, I.M. Mosa, E. Elsanadidy, G.S. Phadke, M.F. El-Kady, J.F. Rusling, P.R. Selvaganapathy, R.B. Kaner, All printable snow-based triboelectric nanogenerator, Nano Energy, 60, 17-25, (2019)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/6e23b93a0bf0b2a99f639dc55fa0fc05870e2a7b
"A. Ahmed, M.F. El-Kady, I. Hassan, A. Negm, A.M. Pourrahimi, M. Muni, P.R. Selvaganapathy, R.B. Kaner, Fire-Retardant, Self-Extinguishing Triboelectric Nanogenerators, Nano Energy, 59, 336-345, (2019)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/ff554daf95b11c0a865638638bdfaec766d8f038
"M .Osborne, A. Aryasomayajula, A. Shakeri, P.R. Selvaganapathy, T. Didar, Suppression of Biofouling on a Permeable Membrane for Dissolved Oxygen Sensing using a Lubricant-Infused Coating, ACS Sensors, 4, 687-693, (2019)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/afa7f17fc761447348b8ab569e72c89af2569d6a
"Huang P-JJ, de Rochambeau D, Sleiman HF, Liu J, Target Self-enhanced Selectivity in Metal-specific DNAzymes, Angew Chem Int Ed, 59, 9 3573-3577. (2020)",Sensors Sensing Systems,https://www.semanticscholar.org/paper/c9583c938a57360f38bdc83e06c484e689f3074b
"Woohyun J. Moon, Po-Jung Jimmy Huang and Juewen Liu*, ""DNA-Enabled Heavy Metal Detection in Water"", Encyclopedia of Analytical Chemistry, in press",Sensors Sensing Systems,https://www.semanticscholar.org/paper/32ea4418694e21ae6ad03930d7ac314f5fa4187f
"Weijia Cui, Zhe Ren, Carolyn Ren*, Detection of Lead in drinking water with a microwave sensor integrated microfluidic system, In preparation.",Sensors Sensing Systems,
"Weijia Cui, Zhe Ren, Carolyn Ren*, Development and potential of heavy metal sensing in microfluidic devices: A review, In preparation.",Sensors Sensing Systems,
"Yushan Zhang*, Tianyi Guo, Chang-qing Xu, A systematic study on transit time and its impact on accuracy of concentration measured by microfluidic devices , Sensors 2020, 20, 14; doi:10.3390/s20010014.",Sensors Sensing Systems,https://www.semanticscholar.org/paper/3bf2f40e644b4a149fd7c2f094a7e6e5fd6114ce
"Zhang, N. et al 2020, Detection of fouling on electrically conductive membranes by electrical impedance spectroscopy, Separation and Purification Technology",Sensors Sensing Systems,https://www.semanticscholar.org/paper/4045cbbacd406c8cd061684fd4ccc8ce711f017c
"Lee, H.-J. et al 2020, Inactivation of bacterial planktonic cells and biofilms by Cu(II)-activated peroxymonosulfate in the presence of chloride ions, Chemical Engineering Journal",Sensors Sensing Systems,https://www.semanticscholar.org/paper/159150fe8be2fe204f463928452a4fcb31394628
"Yanping Li*, Zhenhua Li, Zhe Zhang, Liang Chen, Sopan Kurkute, Lucia Scaff, and Xicai Pan, 2019: High-Resolution Regional Climate Modeling and Projection over Western Canada using a Weather Research Forecasting Model with a Pseudo-Global Warming Approach, Hydrol. Earth Syst. Sci. 23, 4635¢4659",Short Duration Extreme,https://www.semanticscholar.org/paper/d0e2f8d7b5ba8a9261a3d9564b7b5fb3e1225bad
"Scaff, L., A. F. Prein, Y. Li, C. Liu, R. Rasmussen, K. Ikeda, (2019): Simulating the diurnal cycle of convective precipitation in North America¢s current and future climate with a convection- permitting model, Climate Dynamics, DOI: 10.1007/s00382-019-04754-9",Short Duration Extreme,https://www.semanticscholar.org/paper/d944ad72c679680886e09df25ab99af015b07f67
"Liang Chen, Yanping Li*, Fei Chen, Michael Barlage, Zhe Zhang, Zhenhua Li, 2019: Using 4-km WRF CONUS simulations to assess impacts of the surface coupling strength on regional climate simulation, Climate Dynamics, DOI:10.1007/s00382-019-04932-9",Short Duration Extreme,https://www.semanticscholar.org/paper/89b4c8d0228bbe1ff93adf3effa07d79ab97a3e1
"R. E Stewart, K. K. Szeto, B. R. Bonsal, J. M. Hanesiak, B. Kochtubajda, Y. Li, J. M. Theriault, C. M. DeBeer, B. Y. Tam, Z. Li, Z. Liu, J. A. Bruneau, S. Marinier, D. Matte, 2019: Summary and synthesis of Changing Cold Regions Network (CCRN) research in the interior of western Canada¢ Part 1: Projected climate and meteorology, Hydrol. Earth Syst. Sci. 23, 3437¢3455, https://doi.org/10.5194/hess-23-3437-2019",Short Duration Extreme,https://www.semanticscholar.org/paper/9dc8d314c365a213beb2d24060b1fdd31f7301ae
"Sopan Kurkute, Zhenhua Li, Yanping Li*, Fei Huo, 2020: Assessment and Projection of Water Budget over Western Canada using Convection Permitting WRF Simulations Hydrol. Earth Syst. Sci.  in press",Short Duration Extreme,https://www.semanticscholar.org/paper/05ecc82c6260d35845af3e6ae3f34349ff5107e1
"M. Shahabul Alam, S. Lee Barbour, Mingbin Huang, Yanping Li, 2020: Using statistical and dynamical downscaling to assess climate change impacts on mine reclamation cover water balances, Mine Water and the Environment, doi:10.1007/s10230-020-00695-6",Short Duration Extreme,https://www.semanticscholar.org/paper/74f9fcec82d5d9c38a194fb0d6d37751c1613ed1
"Colin Minielly, O Clement Adebooye, PB Irenikatche Akponikpe, Durodoluwa J Oyedele, Dirk de Boer, Yanping Li, Derek Peak, 2020: Application of a 1 km2 resolution model for climate change effects upon Benin and Nigeria vegetable agriculture, Geomatica, Vol. 1, No. 1 : pp. 93-106, https://doi.org/10.1139/geomat-2019-0014",Short Duration Extreme,https://www.semanticscholar.org/paper/97109172f7cf73f0dfc3cb51e1c99e5833cf2b0a
"Ben Alaya, M., F. W. Zwiers, and X. Zhang, (2019a): Probable maximum precipitation in a warming climate over North America in CanRCM4 and CRCM5. Climatic Change, 1-19, https://doi.org/10.1007/s10584-019-02591-7",Short Duration Extreme,https://www.semanticscholar.org/paper/6bd2823923e0c00c40eacb9a924225f3148f258d
"Ben Alaya, M. A., F. W. Zwiers, and X. Zhang, (2019b): Evaluation and comparison of CanRCM4 and CRCM5 to estimate probable maximum precipitation over North America. Journal of Hydrometeorology, 20, 2069¢2089, https://doi.org/10.1175/JHM-D-18-0233.1",Short Duration Extreme,https://www.semanticscholar.org/paper/05638d8b91bd54dae381e28055bf64c544e97dff
"Ben Alaya, M. A., F. W. Zwiers, and X. Zhang, (2020a): An evaluation of block-maximum based estimation of very long return period precipitation extremes with a large ensemble climate simulation. Journal of climate, in press. ",Short Duration Extreme,https://www.semanticscholar.org/paper/f819bd31e456384f75b0fcd688ac916bf69fc73c
"Ben Alaya, M.A., F. W. Zwiers, and X. Zhang, (2020): A bivariate approach to estimating the probability of very extreme precipitation events. Submitted to Weather and Climate Extremes, in revision.",Short Duration Extreme,https://www.semanticscholar.org/paper/29d03720f72650b7c7abc73c4a6a94cac99f45d4
"Huang, W., A. Monahan and F.W. Zwiers, 2020: A conditional approach to estimating concurrent climate extremes, Submitted to Weather and Climate Extremes",Short Duration Extreme,https://www.semanticscholar.org/paper/5c5eca0405f797b2278f610ce03205cb5618178a
"Li, C., F.W. Zwiers, X. Zhang, G. Chen, J. Lu, G. Li, J. Norris, Y. Tan, 2019: Larger increases in more extreme local precipitation events in a warming climate. Geophysical Research Letters, doi: 10.1029/2019GL082908 ",Short Duration Extreme,https://www.semanticscholar.org/paper/8927153f6e5bf462e2353cc9d1079eca643fc76c
"Li, C., F.W. Zwiers, X. Zhang, G. Li, Y. Sun and M. Wehner, 2020: Changes in temperature and precipitation extremes in the new-generation CMIP6 models. Journal of Climate, in revision.",Short Duration Extreme,https://www.semanticscholar.org/paper/f37f785aa4c13f91a76e5be4aeaed3863dcffb2e
"Paik, S., S.K. Min, X. Zhang, M.G. Donat, A.D. King, and Q. Sun, 2020: Determining the anthropogenic greenhouse gas contribution to the observed intensification of extreme precipitation. Geophys. Res. Lett., https://doi.org/10.1029/2019GL086875.",Short Duration Extreme,https://www.semanticscholar.org/paper/fa31295f70b346c9104270ce07218e9427c97160
"Sun, Q., X. Zhang, F.W. Zwiers, S. Westra and L.V. Alexander, 2020a: A global, continental and regional analysis of changes in extreme precipitation. Submitted, Journal of Climate.",Short Duration Extreme,https://www.semanticscholar.org/paper/9be02c31fa2f07174f1e154d3610bf30fb53479a
"Sun, Q., F.W. Zwiers, X. Zhang and G. Li, 2020b: A comparison of intra¢ -annual and long-term trend scaling of extreme precipitation with temperature in a large-ensemble regional climate simulation. Journal of Climate, in revision.",Short Duration Extreme,https://www.semanticscholar.org/paper/04e72ff7d8d62276800ff8c8d3d92b02011202eb
"Tan, Q., F.W. Zwiers, S. Yang, C. Li and K. Deng, 2019: The role of circulation and its changes in present and future Atmospheric Rivers over western North America. Journal of Climate, 33, 1261-1281, doi:10.1175/JCLI-D-19-0134.1",Short Duration Extreme,https://www.semanticscholar.org/paper/9df4abd93793779fae28e2ec53064f499a20a989
" You G, Arain M.A, Wang S, Lin N, Wu D, McKenzie S, Zou C, Liu B, Zhang X, Gao J. (2019). Trends of actual and potential evapotranspiration based on Bouchet's complementary concept in a cold and arid steppe site of Northeastern Asia. Agricultural and Forest Meteorology. 279: 107684.",Southern Water Futures,https://www.semanticscholar.org/paper/e2b5c5e57c1af3bc6730ae3383a242bac22b185e
"Wazneh, H. Arain, M. A, Coulibaly, P. (2019). Climate indices to characterize climatic changes across southern Canada. Meteorological Application. DOI: 10.1002/met.1861.",Southern Water Futures,https://www.semanticscholar.org/paper/511a55e73194353df5becf7e769f1766e64cb625
"Champagne, O., Arain, M.A., Coulibaly, P. (2019). Atmospheric circulation amplifies shift of winter streamflow in southern Ontario. Journal of Hydrology, 578: 124051.",Southern Water Futures,https://www.semanticscholar.org/paper/b3a18d6b05146ff99450421ea4992b13f426c95f
"Wong C, D'Odorico P, Yazad B, Arain M.A, Ensminger I. (2019). Carotenoid based vegetation indices for accurate monitoring of the phenology of photosynthesis at the leaf-scale in deciduous and evergreen trees. Remote Sensing Environment, 233: 111407.",Southern Water Futures,https://www.semanticscholar.org/paper/2866a6629c066314456b129bea9d5f8b5e021777
"Cui E, Huang K, Arain M.A, Fisher J.B, Huntzinger D.N, Ito A, et al. (2019). Vegetation functional properties determine uncertainty of simulated ecosystem productivity: a traceability analysis in the East Asian monsoon region. Global Biogeochemical Cycles. 33: 668-689.",Southern Water Futures,https://www.semanticscholar.org/paper/ff821cb109918ca620ad9695fa9ca7922ec23b98
"Xu B., Arain M.A, Black T.A, Law B.E, Pastorello G.Z, Chu H. (2019). Seasonal variability of forest sensitivity to heat and drought stresses: a synthesis based on carbon fluxes from North American forest ecosystems. Global Change Biology. DOI: 10.1111/gcb.14843.",Southern Water Futures,https://www.semanticscholar.org/paper/fc162df272f30132fd7d113d62b96fbf833a3baa
"Liu, YW., Piao, SL., Gasser, T. Ciais, P., Yang, H., Wang, H., Keenan, TF., Huang, MT., Wan, SQ., Song, J., Wang, K., Janssens, IA., Penuelas, J., Huntingford, C., Wang, XH., Arain, MA., Fang, YY., Fisher, JB., Huang, MY., Huntzinger, DN., Ito, A., Jain, AK., Mao, JF., Michalak, AM., Peng, CH., Poulter, B., Schwalm, C., Shi, XY., Tian, HQ., Wei, YX., Zeng, N., Zhu, QA., Wang, T. (2019). Field-experiment constraints on the enhancement of the terrestrial carbon sink by CO2 fertilization. Nature Geosciences, 12 (10): 809.",Southern Water Futures,https://www.semanticscholar.org/paper/b345f04686f11934cb6c87d49d12af05c87f3a7a
"He, Y., Peng, SS., Liu, YW., Li, XY., Wang, K., Ciais, P., Arain, MA., Fang, YY., Fisher, JB., Goll, D., Hayes, D., Huntzinger, DN., Ito, A., Jain, AK., Janssens, IA., Mao, JF., Matteo, C., Michalak, AM., Peng, CH., Penuelas, J., Poulter, B., Qin, DH.,. Ricciuto, DM., Schaefer, K., Schwalm, CR., Shi, XY., Tian, HQ., Vicca, S., Wei, YX., Zeng, N., Zhu, QA. (2019). Global vegetation biomass production efficiency constrained by models and observations. Global Change Biology. DOI: 10.1111/gcb.14816",Southern Water Futures,https://www.semanticscholar.org/paper/5116ddf2d84116e5f4e6c61e1417d4bf7c354995
"Albert L.P, Restrepo-Coupe N, Smith M.N, Wu J, Chavana-Bryant C, Prohaska N, Taylor T.C, Martins G.A, Ciais P, Mao J, Arain M.A, Li W, Shi X, Ricciuto D.M, Huxman T.E, McMahon S.M, Saleska S.R. (2019). Cryptic phenology in plants: case studies, implications and recommendations. Global Change Biology. 25: 3591-3608.",Southern Water Futures,https://www.semanticscholar.org/paper/506c62586aa8001a63c8079f62445f09880e719b
"Wang X., Xiao J, Li X, Cheng G, Ma M, Zhu G, Arain M.A, Black T.A, Jassal R.S. (2019). No trends in spring and autumn phenology during the global warming hiatus period. Nature Communications. 10: 2389.",Southern Water Futures,https://www.semanticscholar.org/paper/8ef05e1aeb77511dd9000a9abd5a8ea3633883b2
